"Kueri";"Jumlah Hasil";"DBHits";"Running Time"
"MATCH (n3:soundtrack)-[:ACTED_IN]->(n1:drama), (n3:soundtrack)-[:ACTED_IN]->(n2:action) WHERE (n3.death=1954 AND n2.year=1948 AND n1.category=""movie"" AND n3.birth=1878) RETURN count(n1)";"95";"201226";"109.5"
"MATCH (n2:writer)-[:ACTED_IN]->(n1:comedy), (n2:director)-[:ACTED_IN]->(n3:comedy), (n2:actor)-[:ACTED_IN]->(n4:sci_fi) WHERE (n1.year=1975 AND n2.birth=1941 AND n4.category=""short"" AND n2.death=2015) RETURN count(n1)";"5";"384160";"762.5"
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n3:documentary), (n2:actor)-[:ACTED_IN]->(n1:action) WHERE (n3.category=""video"" AND n1.category=""video"" AND n2.death=2009 AND n2.birth=1933) RETURN count(n1)";"22";"149402";"107.6"
"MATCH (n2:director)-[:DIRECTED]->(n1:adult), (n2:editor)-[:DIRECTED]->(n3:adult) WHERE (n1.category=""video"" AND n2.birth=0 AND n1.year=1996 AND n3.category=""video"") RETURN count(n1)";"485";"1558194";"470.3"
"MATCH (n3:director)-[:ACTED_IN]->(n2:crime), (n3:director)-[:ACTED_IN]->(n4:crime), (n3:director)-[:ACTED_IN]->(n1:documentary) WHERE (n2.category=""movie"" AND n3.birth=1962 AND n1.category=""tvShort"" AND n1.year=1985) RETURN count(n1)";"218";"1110215";"1181.6"
"MATCH (n3:producer)-[:ACTED_IN]->(n1:western), (n3:producer)-[:ACTED_IN]->(n2:western) WHERE (n2.category=""short"" AND n3.name=""Gilbert M. 'Broncho Billy' Anderson"" AND n2.year=1910 AND n3.death=1971) RETURN count(n1)";"14357";"106879";"55.2"
"MATCH (n2:producer)-[:PRODUCED]->(n3:music), (n2:editorial_department)-[:DIRECTED]->(n1:documentary) WHERE (n2.name=""Bob Sarles"" AND n3.category=""tvSpecial"" AND n2.death=0 AND n3.year=2011) RETURN count(n1)";"10";"73768";"70.8"
"MATCH (n3:actor)-[:ACTED_IN]->(n2:comedy), (n3:soundtrack)-[:ACTED_IN]->(n4:comedy), (n3:producer)-[:ACTED_IN]->(n1:family) WHERE (n4.category=""short"" AND n3.death=0 AND n2.year=2010 AND n3.name=""Neil Patrick Harris"") RETURN count(n1)";"11033";"311864";"91.7"
"MATCH (n2:actor)-[:ACTED_IN]->(n1:action), (n2:soundtrack)-[:ACTED_IN]->(n3:action) WHERE (n3.category=""tvMovie"" AND n1.category=""movie"" AND n1.year=1937 AND n3.year=1961) RETURN count(n1)";"3";"5768759";"3502.2"
"MATCH (n4:director)-[:DIRECTED]->(n1:comedy), (n4:writer)-[:DIRECTED]->(n2:drama), (n4:writer)-[:DIRECTED]->(n3:drama) WHERE (n1.year=1972 AND n4.name=""Silvio Amadio"" AND n4.death=1995 AND n4.birth=1926) RETURN count(n1)";"144";"1528128";"370.7"
"MATCH (n3:actor)-[:ACTED_IN]->(n2:music), (n3:composer)-[:ACTED_IN]->(n1:documentary), (n3:soundtrack)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:music) WHERE (n4.year=2008 AND n2.year=2018 AND n3.death=0 AND n1.year=2006) RETURN count(n1)";"35";"169053";"93.5"
"MATCH (n2:director)-[:ACTED_IN]->(n3:documentary), (n2:actor)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n4:adventure), (n2:director)-[:ACTED_IN]->(n1:talk_show) WHERE (n2.name=""Robert Vaughn"" AND n3.category=""tvSeries"" AND n4.category=""movie"" AND n2.death=2016) RETURN count(n1)";"224";"566432";"686.0"
"MATCH (n3:writer)-[:PRODUCED]->(n1:thriller), (n3:production_manager)-[:PRODUCED]->(n4:drama), (n3:writer)-[:PRODUCED]->(n2:comedy) WHERE (n1.category=""tvMovie"" AND n2.year=1999 AND n4.category=""movie"" AND n3.name=""Dieter Ulrich Aselmann"") RETURN count(n1)";"40";"59277";"80.3"
"MATCH (n3:writer)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:PRODUCED]->(n1:thriller), (n3:writer)-[:ACTED_IN]->(n2:documentary) WHERE (n4.category=""tvMovie"" AND n3.name=""Ilya Salkind"" AND n1.category=""movie"" AND n2.category=""video"") RETURN count(n1)";"4";"355220";"739.7"
"MATCH (n1:actress)-[:ACTED_IN]->(n3:talk_show), (n1:director)-[:ACTED_IN]->(n2:comedy) WHERE (n2.year=2005 AND n1.name=""Shannen Doherty"") OR (n1.death=0 AND n2.category=""tvSpecial"") RETURN count(n1)";"11270";"2075262";"2043.9"
"MATCH (n3:actress)-[:ACTED_IN]->(n2:comedy), (n3:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n2.year=1972 AND n3.name=""Danica Acimac"") OR (n1.year=1959 AND n3.birth=1928) RETURN count(n1)";"3404";"2401682";"1127.8"
"MATCH (n2:actor)-[:ACTED_IN]->(n1:adventure), (n2:actor)-[:ACTED_IN]->(n3:animation) WHERE (n1.year=2011 AND n3.category=""short"") OR (n3.year=1999 AND n2.death=0) RETURN count(n1)";"1854502";"35767468";"7371.6"
"MATCH (n1:actor)-[:PRODUCED]->(n3:comedy), (n1:director)-[:PRODUCED]->(n2:comedy) WHERE (n1.death=1923 AND n1.name=""Siegmund Lubin"") OR (n2.category=""short"" AND n2.year=1908) RETURN count(n1)";"1353732";"40428842";"10628.9"
"MATCH (n3:soundtrack)-[:ACTED_IN]->(n1:fantasy), (n3:soundtrack)-[:ACTED_IN]->(n2:musical) WHERE (n2.category=""movie"" AND n3.name=""Ginger Rogers"") OR (n1.category=""movie"" AND n2.year=1936) RETURN count(n1)";"176";"378675";"171.7"
"MATCH (n1:producer)-[:ACTED_IN]->(n3:adult), (n1:actress)-[:ACTED_IN]->(n2:adult) WHERE (n3.category=""video"" AND n1.death=0) OR (n2.year=2015 AND n3.year=2011) RETURN count(n1)";"3241401";"14638278";"3380.8"
"MATCH (n3:actor)-[:ACTED_IN]->(n1:comedy), (n3:actor)-[:ACTED_IN]->(n2:comedy) WHERE (n3.name=""Heinrich Schafmeister"" AND n2.year=1997) OR (n3.death=0 AND n1.year=2007) RETURN count(n1)";"TIMEOUT";"TIMEOUT";"TIMEOUT"
"MATCH (n2:director)-[:DIRECTED]->(n4:drama), (n2:writer)-[:DIRECTED]->(n3:drama), (n2:assistant_director)-[:DIRECTED]->(n1:comedy) WHERE (n2.name=""Meri Anjaparidze"" AND n3.year=1964) OR (n1.year=1964 AND n2.death=1980) RETURN count(n1)";"6";"107016";"190.3"
"MATCH (n3:actress)-[:ACTED_IN]->(n1:drama), (n3:actress)-[:ACTED_IN]->(n2:comedy), (n3:actress)-[:ACTED_IN]->(n4:drama) WHERE (n3.name=""Lélia Abramo"" AND n4.year=1965) OR (n3.death=2004 AND n1.year=1973) RETURN count(n1)";"4764537";"367743315";"47739.1"
"MATCH (n2:director)-[:DIRECTED]->(n3:drama), (n2:actor)-[:WROTE]->(n1:western) WHERE (n2.name=""Samuel Fuller"" AND n3.year=1982) OR (n1.category=""movie"" AND n3.category=""movie"") RETURN count(n1)";"3136";"221723";"218.7"
"MATCH (n1:composer)-[:ACTED_IN]->(n3:documentary), (n1:composer)-[:ACTED_IN]->(n2:music) WHERE (n1.name=""Marty Stuart"" AND n1.death=0) OR (n3.year=2005 AND n2.year=2016) RETURN count(n1)";"3032";"4753053";"3482.9"
"MATCH (n2:cinematographer)-[:CINEMATOGRAPHER_OF]->(n1:drama), (n2:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:drama) WHERE (n3.year=1926 AND n2.birth=1884) OR (n2.death=1955 AND n1.year=1922) RETURN count(n1)";"341";"382971";"255.0"
"MATCH (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:drama), (n1:actress)-[:ACTED_IN]->(n2:drama) WHERE (n4.year=1958 AND n1.death=1970) OR (n2.year=1967 AND n1.birth=1927) RETURN count(n1)";"20411";"898994";"976.6"
"MATCH (n4:actor)-[:ACTED_IN]->(n1:documentary), (n4:producer)-[:ACTED_IN]->(n2:documentary), (n4:actor)-[:PRODUCED]->(n3:comedy) WHERE (n4.name=""Tariq Ali"" AND n2.year=2008) OR (n3.year=1995 AND n3.category=""tvMovie"") RETURN count(n1)";"1446";"1682808";"2434.9"
"MATCH (n2:actor)-[:COMPOSED]->(n1:romance), (n2:composer)-[:ACTED_IN]->(n3:music), (n2:composer)-[:COMPOSED]->(n4:music) WHERE (n4.category=""video"" AND n3.category=""video"") OR (n2.birth=1943 AND n2.death=0) RETURN count(n1)";"26045";"31720568";"5656.2"
"MATCH (n3:writer)-[:DIRECTED]->(n1:western), (n3:director)-[:DIRECTED]->(n4:drama), (n3:writer)-[:DIRECTED]->(n2:romance) WHERE (n3.birth=1924 AND n2.category=""movie"") OR (n1.category=""movie"" AND n4.year=1970) RETURN count(n1)";"11866";"23967099";"5582.0"
"MATCH (n3:actor)-[:ACTED_IN]->(n4:drama), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:stunts)-[:ACTED_IN]->(n1:crime) WHERE (n4.year=2014 AND n4.category=""short"") OR (n3.birth=0 AND n3.death=0) RETURN count(n1)";"657268";"8005862";"1459.6"
"MATCH (n3:director)-[:PRODUCED]->(n4:comedy), (n3:producer)-[:PRODUCED]->(n2:drama), (n3:director)-[:PRODUCED]->(n1:documentary) WHERE (n1.year=1912 AND n2.year=1913) OR (n1.category=""short"" AND n4.year=1912) RETURN count(n1)";"131522131";"1425322025";"293669.6"
"MATCH (n2:producer)-[:WROTE]->(n3:drama), (n2:writer)-[:WROTE]->(n1:comedy), (n2:writer)-[:DIRECTED]->(n4:comedy) WHERE (n2.name=""Raúl de Anda"" AND n2.birth=1908) OR (n3.category=""movie"" AND n1.category=""movie"") RETURN count(n1)";"517024";"17953641";"9125.1"
"MATCH (n2:writer)-[:ACTED_IN]->(n4:reality_tv), (n2:writer)-[:ACTED_IN]->(n3:crime), (n2:writer)-[:ACTED_IN]->(n1:drama) WHERE (n3.year=2001 AND n2.name=""Jennie Garth"") OR (n2.birth=1972 AND n2.death=0) RETURN count(n1)";"295096";"11320744";"3689.8"
"MATCH (n3:actor)-[:ACTED_IN]->(n1:adult), (n3:director)-[:ACTED_IN]->(n2:adult) WHERE (n3.birth=1955 AND n1.category=""movie"") OR (n2.category=""video"" AND n3.name=""Hank Armstrong"") OR (n1.year=1997 AND n2.year=1996) RETURN count(n1)";"227710";"15071286";"6024.6"
"MATCH (n1:actress)-[:ACTED_IN]->(n3:action), (n1:actress)-[:ACTED_IN]->(n2:horror) WHERE (n1.name=""Irene Arcila"" AND n1.birth=0) OR (n3.year=2004 AND n2.category=""video"") OR (n1.death=0 AND n3.category=""video"") RETURN count(n1)";"ERROR";"ERROR";"ERROR"
"MATCH (n3:production_manager)-[:PRODUCED]->(n1:drama), (n3:production_manager)-[:PRODUCED]->(n2:comedy) WHERE (n3.birth=1924 AND n3.name=""Ben Arbeid"") OR (n1.category=""movie"" AND n2.category=""movie"") OR (n3.death=1992 AND n1.year=1963) RETURN count(n1)";"132343";"3504188";"2481.9"
"MATCH (n3:editorial_department)-[:EDITED]->(n1:documentary), (n3:editorial_department)-[:EDITED]->(n2:biography) WHERE (n1.category=""movie"" AND n3.name=""Michel Klochendler"") OR (n1.year=2015 AND n2.year=2019) OR (n3.birth=1957 AND n3.death=0) RETURN count(n1)";"950";"267682";"346.9"
"MATCH (n3:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:crime), (n3:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:adventure) WHERE (n2.year=1950 AND n3.death=1967) OR (n1.year=1941 AND n3.birth=1890) OR (n1.category=""movie"" AND n2.category=""movie"") RETURN count(n1)";"50615";"5462046";"3985.6"
"MATCH (n2:actress)-[:ACTED_IN]->(n3:family), (n2:soundtrack)-[:ACTED_IN]->(n1:comedy) WHERE (n3.category=""tvMovie"" AND n2.birth=1941) OR (n2.name=""Senta Berger"" AND n1.year=2016) OR (n2.death=0 AND n1.category=""tvMovie"") RETURN count(n1)";"179624";"227163941";"43777.8"
"MATCH (n3:producer)-[:ACTED_IN]->(n1:documentary), (n3:soundtrack)-[:ACTED_IN]->(n2:documentary) WHERE (n3.name=""Andie MacDowell"" AND n3.death=0) OR (n1.year=2012 AND n1.category=""video"") OR (n3.birth=1958 AND n2.category=""tvMovie"") RETURN count(n1)";"13423";"3104246";"1878.1"
"MATCH (n1:writer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:documentary), (n1:writer)-[:DIRECTED]->(n3:fantasy) WHERE (n2.year=1986 AND n1.name=""Kenneth Anger"") OR (n3.category=""short"" AND n2.category=""movie"") OR (n1.birth=1927 AND n3.year=2000) RETURN count(n1)";"58";"879408";"1538.8"
"MATCH (n2:writer)-[:WROTE]->(n1:western), (n2:writer)-[:WROTE]->(n4:musical), (n2:writer)-[:WROTE]->(n3:western) WHERE (n2.birth=1900 AND n3.year=1964) OR (n2.name=""Gerald Drayson Adams"" AND n4.year=1945) OR (n1.category=""movie"" AND n4.category=""movie"") RETURN count(n1)";"157805";"106461538";"11653.7"
"MATCH (n2:soundtrack)-[:COMPOSED]->(n3:documentary), (n2:music_department)-[:ACTED_IN]->(n1:documentary) WHERE (n1.category=""movie"" AND n2.birth=1945) OR (n1.year=1992 AND n3.year=1988) OR (n2.death=0 AND n2.name=""Eric Clapton"") RETURN count(n1)";"195";"1806213";"1803.6"
"MATCH (n3:director)-[:ACTED_IN]->(n2:game_show), (n3:writer)-[:ACTED_IN]->(n1:action) WHERE (n1.category=""tvMiniSeries"" AND n3.name=""Al Ashton"") OR (n3.birth=1957 AND n1.year=2002) OR (n3.death=2007 AND n2.year=2001) RETURN count(n1)";"2";"3021032";"1054.8"
"MATCH (n4:actress)-[:ACTED_IN]->(n2:film_noir), (n4:actress)-[:ACTED_IN]->(n1:musical), (n4:actress)-[:ACTED_IN]->(n3:comedy) WHERE (n1.year=1967 AND n2.category=""movie"") OR (n1.category=""tvSpecial"" AND n4.name=""Anne Bancroft"") OR (n3.year=1992 AND n4.death=2005) RETURN count(n1)";"3774";"425422";"162.6"
"MATCH (n1:writer)-[:EDITED]->(n2:drama), (n1:editor)-[:WROTE]->(n4:thriller), (n1:assistant_director)-[:EDITED]->(n3:drama) WHERE (n4.category=""movie"" AND n3.year=2015) OR (n1.birth=1957 AND n1.death=0) OR (n4.year=2000 AND n2.year=2019) RETURN count(n1)";"72";"133674";"141.2"
"MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n3:thriller), (n1:assistant_director)-[:CINEMATOGRAPHER_OF]->(n2:family), (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n4:romance) WHERE (n4.category=""movie"" AND n3.category=""movie"") OR (n3.year=2000 AND n4.year=2005) OR (n1.name=""Stephen Treadway"" AND n2.year=2015) RETURN count(n1)";"3027";"1655453";"465.4"
"MATCH (n4:music_department)-[:COMPOSED]->(n2:comedy), (n4:soundtrack)-[:COMPOSED]->(n1:comedy), (n4:composer)-[:COMPOSED]->(n3:comedy) WHERE (n4.death=1985 AND n4.name=""Mischa Spoliansky"") OR (n1.year=1953 AND n2.category=""movie"") OR (n2.year=1950 AND n3.year=1950) RETURN count(n1)";"TIMEOUT";"TIMEOUT";"TIMEOUT"
"MATCH (n2:producer)-[:ACTED_IN]->(n4:comedy), (n2:producer)-[:ACTED_IN]->(n3:music), (n2:actress)-[:ACTED_IN]->(n1:comedy) WHERE (n1.year=2001 AND n3.year=1994) OR (n3.category=""video"" AND n1.category=""tvMovie"") OR (n4.year=1997 AND n2.birth=1963) RETURN count(n1)";"4754428";"144106655";"32238.3"
"MATCH (n2:director)-[:PRODUCED]->(n4:drama), (n2:producer)-[:PRODUCED]->(n1:drama), (n2:actor)-[:PRODUCED]->(n3:drama) WHERE (n4.category=""short"" AND n2.birth=1851) OR (n2.death=1923 AND n3.category=""short"") OR (n1.year=1914 AND n3.year=1913) RETURN count(n1)";"TIMEOUT";"TIMEOUT";"TIMEOUT"
"MATCH (n3:writer)-[:ACTED_IN]->(n2:action), (n3:writer)-[:ACTED_IN]->(n4:drama), (n3:actress)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n1:horror) WHERE (n1.category=""video"" AND n3.birth=1919) OR (n4.category=""tvMovie"" AND n3.death=1998) OR (n4.year=1954 AND n1.year=1999) RETURN count(n1)";"17";"142096";"651.8"
"MATCH (n2:composer)-[:COMPOSED]->(n4:drama), (n2:music_department)-[:COMPOSED]->(n3:crime), (n2:composer)-[:COMPOSED]->(n1:documentary) WHERE (n4.year=1964 AND n2.death=1991) OR (n3.category=""movie"" AND n3.year=1962) OR (n4.category=""movie"" AND n1.year=1960) RETURN count(n1)";"133260";"124391302";"15199.9"
"MATCH (n3:music_department)-[:COMPOSED]->(n2:comedy), (n3:soundtrack)-[:COMPOSED]->(n4:drama), (n3:composer)-[:COMPOSED]->(n1:comedy) WHERE (n2.category=""short"" AND n4.category=""short"") OR (n3.birth=1953 AND n4.year=2013) OR (n1.category=""tvMovie"" AND n3.name=""Stephen Warbeck"") RETURN count(n1)";"TIMEOUT";"TIMEOUT";"TIMEOUT"
"MATCH (n3:actor)-[:ACTED_IN]->(n2:thriller), (n3:actor)-[:ACTED_IN]->(n1:drama) WHERE (n2.year=1988 AND n3.birth=1922 AND n1.category=""tvSeries"") OR (n3.death=1992 AND n2.category=""tvMiniSeries"" AND n3.name=""Denholm Elliott"") RETURN count(n1)";"321";"419631";"399.1"
"MATCH (n1:music_department)-[:COMPOSED]->(n3:drama), (n1:soundtrack)-[:COMPOSED]->(n2:comedy) WHERE (n3.year=1975 AND n1.death=0 AND n1.name=""Franco Micalizzi"") OR (n3.category=""movie"" AND n1.birth=1939 AND n2.year=1983) RETURN count(n1)";"1019";"259210";"223.7"
"MATCH (n3:actor)-[:ACTED_IN]->(n2:drama), (n3:actor)-[:ACTED_IN]->(n4:documentary), (n3:actor)-[:ACTED_IN]->(n1:music) WHERE (n2.year=1964 AND n3.birth=1945 AND n4.category=""tvMovie"") OR (n3.death=2009 AND n3.name=""Bernard Arcand"" AND n1.year=2009) RETURN count(n1)";"42";"13501332";"6965.5"
"MATCH (n3:producer)-[:ACTED_IN]->(n1:comedy), (n3:actress)-[:ACTED_IN]->(n2:romance) WHERE (n2.year=2001 AND n3.name=""Natasha Richardson"" AND n1.year=1991) OR (n2.category=""movie"" AND n3.birth=1963 AND n1.category=""movie"") RETURN count(n1)";"1495";"852921";"1259.8"
"MATCH (n1:actress)-[:ACTED_IN]->(n3:reality_tv), (n1:writer)-[:ACTED_IN]->(n2:horror) WHERE (n3.category=""tvSeries"" AND n1.name=""Clare Kramer"" AND n2.year=2006) OR (n2.category=""movie"" AND n1.death=0 AND n1.birth=1974) RETURN count(n1)";"33";"754295";"1925.0"
"MATCH (n2:writer)-[:ACTED_IN]->(n3:action), (n2:producer)-[:ACTED_IN]->(n1:comedy) WHERE (n3.year=2003 AND n2.birth=1975 AND n3.category=""movie"") OR (n2.death=0 AND n1.year=2005 AND n1.category=""movie"") RETURN count(n1)";"5165";"52011856";"30491.4"
"MATCH (n1:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:documentary), (n1:camera_department)-[:CINEMATOGRAPHER_OF]->(n3:comedy) WHERE (n3.year=1957 AND n2.category=""movie"" AND n1.birth=1922) OR (n2.year=1957 AND n1.death=2005 AND n3.category=""movie"") RETURN count(n1)";"41";"396156";"527.0"
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n1:crime), (n2:soundtrack)-[:ACTED_IN]->(n3:drama) WHERE (n2.death=1956 AND n3.category=""movie"" AND n1.year=1931) OR (n2.name=""Bela Lugosi"" AND n1.category=""movie"" AND n3.year=1920) RETURN count(n1)";"238";"1335983";"2302.7"
"MATCH (n1:costume_designer)-[:ACTED_IN]->(n3:documentary), (n1:costume_designer)-[:ARCHIVE_FOOTAGE_MAKER_OF]->(n2:adult) WHERE (n1.death=0 AND n3.category=""movie"" AND n2.year=1983) OR (n3.year=2016 AND n1.birth=1950 AND n2.category=""movie"") RETURN count(n1)";"3";"23731";"75.3"
"MATCH (n2:actress)-[:ACTED_IN]->(n1:comedy), (n2:producer)-[:ACTED_IN]->(n3:crime) WHERE (n2.name=""Sandra Bullock"" AND n1.year=1999 AND n2.birth=1964) OR (n3.year=2006 AND n3.category=""movie"" AND n2.death=0) RETURN count(n1)";"5824";"4456425";"5068.8"
"MATCH (n1:actor)-[:ACTED_IN]->(n2:comedy), (n1:actor)-[:ACTED_IN]->(n3:drama) WHERE (n1.birth=1936 AND n3.category=""tvMovie"" AND n1.name=""António Anjos"") OR (n3.year=1963 AND n2.category=""tvMovie"" AND n2.year=1957) RETURN count(n1)";"341";"14559054";"8284.9"
"MATCH (n3:director)-[:WROTE]->(n1:biography), (n3:director)-[:ACTED_IN]->(n4:family), (n3:actor)-[:DIRECTED]->(n2:biography) WHERE (n4.category=""short"" AND n1.year=0 AND n2.year=1994) OR (n1.category=""movie"" AND n3.death=0 AND n3.name=""Shekhar Kapur"") RETURN count(n1)";"4";"269591";"350.3"
"MATCH (n3:actor)-[:DIRECTED]->(n1:animation), (n3:actor)-[:ACTED_IN]->(n2:documentary), (n3:producer)-[:DIRECTED]->(n4:animation) WHERE (n2.year=1952 AND n3.death=1966 AND n4.category=""short"") OR (n1.category=""short"" AND n2.category=""short"" AND n3.name=""Walt Disney"") RETURN count(n1)";"169847";"16439261";"3994.4"
"MATCH (n4:actor)-[:ACTED_IN]->(n3:documentary), (n4:actor)-[:ACTED_IN]->(n1:drama), (n4:writer)-[:ACTED_IN]->(n2:drama) WHERE (n4.birth=1931 AND n4.death=2020 AND n3.year=2013) OR (n3.category=""tvMovie"" AND n2.category=""movie"" AND n1.category=""movie"") RETURN count(n1)";"979714";"42220589";"30535.3"
"MATCH (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:actress)-[:ACTED_IN]->(n4:thriller), (n2:actress)-[:ACTED_IN]->(n3:drama) WHERE (n3.category=""tvSeries"" AND n1.category=""tvMovie"" AND n4.year=2000) OR (n1.year=2003 AND n4.category=""short"" AND n2.name=""Kate Atkinson"") RETURN count(n1)";"11682";"3363710";"4154.7"
"MATCH (n1:soundtrack)-[:ACTED_IN]->(n2:drama), (n1:actress)-[:ACTED_IN]->(n4:biography), (n1:actress)-[:ACTED_IN]->(n3:music) WHERE (n2.category=""movie"" AND n4.category=""tvMovie"" AND n1.name=""Victoria Abril"") OR (n1.death=0 AND n4.year=2001 AND n2.year=1988) RETURN count(n1)";"4925";"839009";"791.1"
"MATCH (n1:producer)-[:WROTE]->(n2:adventure), (n1:director)-[:DIRECTED]->(n4:sci_fi), (n1:producer)-[:PRODUCED]->(n3:fantasy) WHERE (n3.category=""movie"" AND n4.category=""movie"" AND n2.category=""video"") OR (n2.year=1999 AND n1.name=""Charles Band"" AND n3.year=2020) RETURN count(n1)";"145";"534195";"1817.7"
"MATCH (n2:actor)-[:ACTED_IN]->(n3:drama), (n2:actor)-[:ACTED_IN]->(n1:drama), (n2:actor)-[:ACTED_IN]->(n4:romance) WHERE (n1.year=1931 AND n3.year=1931 AND n2.death=1954) OR (n4.year=1933 AND n2.name=""Ekkehard Arendt"" AND n2.birth=1892) RETURN count(n1)";"410";"5230086";"2951.3"
"MATCH (n1:actress)-[:ACTED_IN]->(n4:adult), (n1:make_up_department)-[:ACTED_IN]->(n2:adult), (n1:actress)-[:ACTED_IN]->(n3:adult) WHERE (n3.year=1999 AND n3.category=""video"" AND n2.category=""video"") OR (n4.year=2000 AND n2.year=2000 AND n1.name=""Laura Angel"") RETURN count(n1)";"TIMEOUT";"TIMEOUT";"TIMEOUT"
"MATCH (n4:writer)-[:ACTED_IN]->(n2:drama), (n4:director)-[:ACTED_IN]->(n3:comedy), (n4:director)-[:ACTED_IN]->(n1:drama) WHERE (n2.category=""tvSeries"" AND n4.birth=1952 AND n3.category=""movie"") OR (n2.year=2003 AND n3.year=1989 AND n1.year=2011) RETURN count(n1)";"650760";"93599196";"80887.4"
"MATCH (n1:writer)-[:WROTE]->(n4:drama), (n1:producer)-[:PRODUCED]->(n2:comedy), (n1:writer)-[:WROTE]->(n3:drama) WHERE (n4.category=""movie"" AND n3.year=0 AND n2.year=0 AND n1.death=0) OR (n2.category=""movie"" AND n1.birth=1953 AND n1.name=""Steven Zaillian"" AND n4.year=2002) RETURN count(n1)";"1555";"53695596";"29347.3"
"MATCH (n1:soundtrack)-[:ACTED_IN]->(n4:comedy), (n1:soundtrack)-[:ACTED_IN]->(n2:fantasy), (n1:writer)-[:ACTED_IN]->(n3:comedy) WHERE (n4.year=2016 AND n1.death=0 AND n2.year=2011 AND n2.category=""tvSeries"") OR (n1.name=""Bayani Agbayani"" AND n3.year=2017 AND n3.category=""movie"" AND n1.birth=0) RETURN count(n1)";"2715";"10334543";"3697.6"
"MATCH (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:action), (n4:editor)-[:CINEMATOGRAPHER_OF]->(n3:documentary), (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy) WHERE (n4.birth=0 AND n1.category=""movie"" AND n3.category=""short"" AND n2.year=2006) OR (n3.year=2019 AND n4.death=0 AND n1.year=2013 AND n4.name=""Aasulv Austad"") RETURN count(n1)";"26";"497830";"278.7"
"MATCH (n2:actress)-[:PRODUCED]->(n3:drama), (n2:actress)-[:ACTED_IN]->(n1:drama), (n2:miscellaneous)-[:ACTED_IN]->(n4:drama) WHERE (n1.year=0 AND n4.category=""tvMovie"" AND n1.category=""tvSeries"" AND n2.death=0) OR (n3.year=2016 AND n4.year=2013 AND n2.birth=1980 AND n3.category=""short"") RETURN count(n1)";"34";"530624";"1472.3"
"MATCH (n2:soundtrack)-[:ACTED_IN]->(n4:music), (n2:producer)-[:ACTED_IN]->(n1:documentary), (n2:soundtrack)-[:ACTED_IN]->(n3:drama) WHERE (n1.category=""tvSeries"" AND n4.category=""tvSpecial"" AND n3.category=""tvMovie"" AND n1.year=1996) OR (n2.birth=1940 AND n3.year=1993 AND n4.year=1970 AND n2.death=0) RETURN count(n1)";"310";"14089169";"6895.1"
"MATCH (n1:actor)-[:ACTED_IN]->(n2:drama), (n1:director)-[:ACTED_IN]->(n4:mystery), (n1:director)-[:ACTED_IN]->(n3:thriller) WHERE (n3.category=""movie"" AND n4.category=""tvSeries"" AND n2.category=""tvMovie"" AND n4.year=1993) OR (n2.year=2012 AND n1.birth=1955 AND n1.death=2017 AND n1.name=""Miguel Ferrer"") RETURN count(n1)";"4618";"23611857";"13970.6"
"MATCH (n4:camera_department)-[:CINEMATOGRAPHER_OF]->(n1:comedy), (n4:writer)-[:CINEMATOGRAPHER_OF]->(n3:crime), (n4:cinematographer)-[:CINEMATOGRAPHER_OF]->(n2:comedy) WHERE (n1.year=2006 AND n2.year=2004 AND n2.category=""tvMovie"" AND n4.birth=1964) OR (n1.category=""tvMovie"" AND n3.year=2021 AND n4.death=0 AND n4.name=""Wolfgang Aichholzer"") RETURN count(n1)";"107";"396704";"411.6"
"MATCH (n2:writer)-[:ACTED_IN]->(n4:drama), (n2:producer)-[:ACTED_IN]->(n1:comedy), (n2:actor)-[:ACTED_IN]->(n3:sci_fi) WHERE (n3.year=1990 AND n3.category=""movie"" AND n1.year=2002 AND n1.category=""movie"") OR (n4.category=""movie"" AND n2.name=""Christopher Atkins"" AND n2.birth=1961 AND n4.year=2002) RETURN count(n1)";"204";"1639016";"2701.5"
